Material,Object,Altitude (km),Mass (kg)
drama-AA7075,ASCATSSP1,19.116,0.085
drama-AA7075,ASCATSSP1,19.093,0.085
drama-AA7075,ASCATSSP1,19.07,0.085
drama-AA7075,ASCATSSP1,19.047,0.085
drama-AA7075,ASCATSSP1,19.024,0.085
drama-AA7075,ASCATSSP1,19.001,0.085
drama-AA7075,ASCATSSP1,18.979,0.085
drama-AA7075,ASCATSSP1,18.956,0.085
drama-AA7075,ASCATSSP1,18.933,0.085
drama-AA7075,ASCATSSP1,18.91,0.085
drama-AA7075,ASCATSSP1,18.887,0.085
drama-AA7075,ASCATSSP1,18.865,0.085
drama-AA7075,ASCATSSP1,18.842,0.085
drama-AA7075,ASCATSSP1,18.819,0.085
drama-AA7075,ASCATSSP1,18.797,0.085
drama-AA7075,ASCATSSP1,18.774,0.085
drama-AA7075,ASCATSSP1,18.752,0.085
drama-AA7075,ASCATSSP1,18.729,0.085
drama-AA7075,ASCATSSP1,18.707,0.085
drama-AA7075,ASCATSSP1,18.684,0.085
drama-AA7075,ASCATSSP1,18.662,0.085
drama-AA7075,ASCATSSP1,18.639,0.085
drama-AA7075,ASCATSSP1,18.617,0.085
drama-AA7075,ASCATSSP1,18.594,0.085
drama-AA7075,ASCATSSP1,18.572,0.085
drama-AA7075,ASCATSSP1,18.55,0.085
drama-AA7075,ASCATSSP1,18.527,0.085
drama-AA7075,ASCATSSP1,18.505,0.085
drama-AA7075,ASCATSSP1,18.483,0.085
drama-AA7075,ASCATSSP1,18.461,0.085
drama-AA7075,ASCATSSP1,18.439,0.085
drama-AA7075,ASCATSSP1,18.416,0.085
drama-AA7075,ASCATSSP1,18.394,0.085
drama-AA7075,ASCATSSP1,18.372,0.085
drama-AA7075,ASCATSSP1,18.35,0.085
drama-AA7075,ASCATSSP1,18.328,0.085
drama-AA7075,ASCATSSP1,18.306,0.085
drama-AA7075,ASCATSSP1,18.284,0.085
drama-AA7075,ASCATSSP1,18.262,0.085
drama-AA7075,ASCATSSP1,18.24,0.085
drama-AA7075,ASCATSSP1,18.218,0.085
drama-AA7075,ASCATSSP1,18.196,0.085
drama-AA7075,ASCATSSP1,18.175,0.085
drama-AA7075,ASCATSSP1,18.153,0.085
drama-AA7075,ASCATSSP1,18.131,0.085
drama-AA7075,ASCATSSP1,18.109,0.085
drama-AA7075,ASCATSSP1,18.087,0.085
drama-AA7075,ASCATSSP1,18.066,0.085
drama-AA7075,ASCATSSP1,18.044,0.085
drama-AA7075,ASCATSSP1,18.022,0.085
drama-AA7075,ASCATSSP1,18.001,0.085
drama-AA7075,ASCATSSP1,17.979,0.085
drama-AA7075,ASCATSSP1,17.957,0.085
drama-AA7075,ASCATSSP1,17.936,0.085
drama-AA7075,ASCATSSP1,17.914,0.085
drama-AA7075,ASCATSSP1,17.893,0.085
drama-AA7075,ASCATSSP1,17.871,0.085
drama-AA7075,ASCATSSP1,17.85,0.085
drama-AA7075,ASCATSSP1,17.828,0.085
drama-AA7075,ASCATSSP1,17.807,0.085
drama-AA7075,ASCATSSP1,17.785,0.085
drama-AA7075,ASCATSSP1,17.764,0.085
drama-AA7075,ASCATSSP1,17.743,0.085
drama-AA7075,ASCATSSP1,17.721,0.085
drama-AA7075,ASCATSSP1,17.7,0.085
drama-AA7075,ASCATSSP1,17.679,0.085
drama-AA7075,ASCATSSP1,17.657,0.085
drama-AA7075,ASCATSSP1,17.636,0.085
drama-AA7075,ASCATSSP1,17.615,0.085
drama-AA7075,ASCATSSP1,17.594,0.085
drama-AA7075,ASCATSSP1,17.572,0.085
drama-AA7075,ASCATSSP1,17.551,0.085
drama-AA7075,ASCATSSP1,17.53,0.085
drama-AA7075,ASCATSSP1,17.509,0.085
drama-AA7075,ASCATSSP1,17.488,0.085
drama-AA7075,ASCATSSP1,17.467,0.085
drama-AA7075,ASCATSSP1,17.446,0.085
drama-AA7075,ASCATSSP1,17.425,0.085
drama-AA7075,ASCATSSP1,17.404,0.085
drama-AA7075,ASCATSSP1,17.383,0.085
drama-AA7075,ASCATSSP1,17.362,0.085
drama-AA7075,ASCATSSP1,17.341,0.085
drama-AA7075,ASCATSSP1,17.32,0.085
drama-AA7075,ASCATSSP1,17.299,0.085
drama-AA7075,ASCATSSP1,17.278,0.085
drama-AA7075,ASCATSSP1,17.257,0.085
drama-AA7075,ASCATSSP1,17.237,0.085
drama-AA7075,ASCATSSP1,17.216,0.085
drama-AA7075,ASCATSSP1,17.195,0.085
drama-AA7075,ASCATSSP1,17.174,0.085
drama-AA7075,ASCATSSP1,17.154,0.085
drama-AA7075,ASCATSSP1,17.133,0.085
drama-AA7075,ASCATSSP1,17.112,0.085
drama-AA7075,ASCATSSP1,17.091,0.085
drama-AA7075,ASCATSSP1,17.071,0.085
drama-AA7075,ASCATSSP1,17.05,0.085
drama-AA7075,ASCATSSP1,17.03,0.085
drama-AA7075,ASCATSSP1,17.009,0.085
drama-AA7075,ASCATSSP1,16.988,0.085
drama-AA7075,ASCATSSP1,16.968,0.085
drama-AA7075,ASCATSSP1,16.947,0.085
drama-AA7075,ASCATSSP1,16.927,0.085
drama-AA7075,ASCATSSP1,16.906,0.085
drama-AA7075,ASCATSSP1,16.886,0.085
drama-AA7075,ASCATSSP1,16.866,0.085
drama-AA7075,ASCATSSP1,16.845,0.085
drama-AA7075,ASCATSSP1,16.825,0.085
drama-AA7075,ASCATSSP1,16.804,0.085
drama-AA7075,ASCATSSP1,16.784,0.085
drama-AA7075,ASCATSSP1,16.764,0.085
drama-AA7075,ASCATSSP1,16.743,0.085
drama-AA7075,ASCATSSP1,16.723,0.085
drama-AA7075,ASCATSSP1,16.703,0.085
drama-AA7075,ASCATSSP1,16.682,0.085
drama-AA7075,ASCATSSP1,16.662,0.085
drama-AA7075,ASCATSSP1,16.642,0.085
drama-AA7075,ASCATSSP1,16.622,0.085
drama-AA7075,ASCATSSP1,16.602,0.085
drama-AA7075,ASCATSSP1,16.582,0.085
drama-AA7075,ASCATSSP1,16.561,0.085
drama-AA7075,ASCATSSP1,16.541,0.085
drama-AA7075,ASCATSSP1,16.521,0.085
drama-AA7075,ASCATSSP1,16.501,0.085
drama-AA7075,ASCATSSP1,16.481,0.085
drama-AA7075,ASCATSSP1,16.461,0.085
drama-AA7075,ASCATSSP1,16.441,0.085
drama-AA7075,ASCATSSP1,16.421,0.085
drama-AA7075,ASCATSSP1,16.401,0.085
drama-AA7075,ASCATSSP1,16.381,0.085
drama-AA7075,ASCATSSP1,16.361,0.085
drama-AA7075,ASCATSSP1,16.341,0.085
drama-AA7075,ASCATSSP1,16.321,0.085
drama-AA7075,ASCATSSP1,16.301,0.085
drama-AA7075,ASCATSSP1,16.282,0.085
drama-AA7075,ASCATSSP1,16.262,0.085
drama-AA7075,ASCATSSP1,16.242,0.085
drama-AA7075,ASCATSSP1,16.222,0.085
drama-AA7075,ASCATSSP1,16.202,0.085
drama-AA7075,ASCATSSP1,16.183,0.085
drama-AA7075,ASCATSSP1,16.163,0.085
drama-AA7075,ASCATSSP1,16.143,0.085
drama-AA7075,ASCATSSP1,16.123,0.085
drama-AA7075,ASCATSSP1,16.104,0.085
drama-AA7075,ASCATSSP1,16.084,0.085
drama-AA7075,ASCATSSP1,16.064,0.085
drama-AA7075,ASCATSSP1,16.045,0.085
drama-AA7075,ASCATSSP1,16.025,0.085
drama-AA7075,ASCATSSP1,16.006,0.085
drama-AA7075,ASCATSSP1,15.986,0.085
drama-AA7075,ASCATSSP1,15.966,0.085
drama-AA7075,ASCATSSP1,15.947,0.085
drama-AA7075,ASCATSSP1,15.927,0.085
drama-AA7075,ASCATSSP1,15.908,0.085
drama-AA7075,ASCATSSP1,15.888,0.085
drama-AA7075,ASCATSSP1,15.869,0.085
drama-AA7075,ASCATSSP1,15.85,0.085
drama-AA7075,ASCATSSP1,15.83,0.085
drama-AA7075,ASCATSSP1,15.811,0.085
drama-AA7075,ASCATSSP1,15.791,0.085
drama-AA7075,ASCATSSP1,15.772,0.085
drama-AA7075,ASCATSSP1,15.753,0.085
drama-AA7075,ASCATSSP1,15.733,0.085
drama-AA7075,ASCATSSP1,15.714,0.085
drama-AA7075,ASCATSSP1,15.695,0.085
drama-AA7075,ASCATSSP1,15.675,0.085
drama-AA7075,ASCATSSP1,15.656,0.085
drama-AA7075,ASCATSSP1,15.637,0.085
drama-AA7075,ASCATSSP1,15.618,0.085
drama-AA7075,ASCATSSP1,15.598,0.085
drama-AA7075,ASCATSSP1,15.579,0.085
drama-AA7075,ASCATSSP1,15.56,0.085
drama-AA7075,ASCATSSP1,15.541,0.085
drama-AA7075,ASCATSSP1,15.522,0.085
drama-AA7075,ASCATSSP1,15.503,0.085
drama-AA7075,ASCATSSP1,15.483,0.085
drama-AA7075,ASCATSSP1,15.464,0.085
drama-AA7075,ASCATSSP1,15.445,0.085
drama-AA7075,ASCATSSP1,15.426,0.085
drama-AA7075,ASCATSSP1,15.407,0.085
drama-AA7075,ASCATSSP1,15.388,0.085
drama-AA7075,ASCATSSP1,15.369,0.085
drama-AA7075,ASCATSSP1,15.35,0.085
drama-AA7075,ASCATSSP1,15.331,0.085
drama-AA7075,ASCATSSP1,15.312,0.085
drama-AA7075,ASCATSSP1,15.293,0.085
drama-AA7075,ASCATSSP1,15.275,0.085
drama-AA7075,ASCATSSP1,15.256,0.085
drama-AA7075,ASCATSSP1,15.237,0.085
drama-AA7075,ASCATSSP1,15.218,0.085
drama-AA7075,ASCATSSP1,15.199,0.085
drama-AA7075,ASCATSSP1,15.18,0.085
drama-AA7075,ASCATSSP1,15.161,0.085
drama-AA7075,ASCATSSP1,15.143,0.085
drama-AA7075,ASCATSSP1,15.124,0.085
drama-AA7075,ASCATSSP1,15.105,0.085
drama-AA7075,ASCATSSP1,15.086,0.085
drama-AA7075,ASCATSSP1,15.068,0.085
drama-AA7075,ASCATSSP1,15.049,0.085
drama-AA7075,ASCATSSP1,15.03,0.085
drama-AA7075,ASCATSSP1,15.012,0.085
drama-AA7075,ASCATSSP1,14.993,0.085
drama-AA7075,ASCATSSP1,14.974,0.085
drama-AA7075,ASCATSSP1,14.956,0.085
drama-AA7075,ASCATSSP1,14.937,0.085
drama-AA7075,ASCATSSP1,14.919,0.085
drama-AA7075,ASCATSSP1,14.9,0.085
drama-AA7075,ASCATSSP1,14.881,0.085
drama-AA7075,ASCATSSP1,14.863,0.085
drama-AA7075,ASCATSSP1,14.844,0.085
drama-AA7075,ASCATSSP1,14.826,0.085
drama-AA7075,ASCATSSP1,14.807,0.085
drama-AA7075,ASCATSSP1,14.789,0.085
drama-AA7075,ASCATSSP1,14.771,0.085
drama-AA7075,ASCATSSP1,14.752,0.085
drama-AA7075,ASCATSSP1,14.734,0.085
drama-AA7075,ASCATSSP1,14.715,0.085
drama-AA7075,ASCATSSP1,14.697,0.085
drama-AA7075,ASCATSSP1,14.679,0.085
drama-AA7075,ASCATSSP1,14.66,0.085
drama-AA7075,ASCATSSP1,14.642,0.085
drama-AA7075,ASCATSSP1,14.624,0.085
drama-AA7075,ASCATSSP1,14.605,0.085
drama-AA7075,ASCATSSP1,14.587,0.085
drama-AA7075,ASCATSSP1,14.569,0.085
drama-AA7075,ASCATSSP1,14.551,0.085
drama-AA7075,ASCATSSP1,14.532,0.085
drama-AA7075,ASCATSSP1,14.514,0.085
drama-AA7075,ASCATSSP1,14.496,0.085
drama-AA7075,ASCATSSP1,14.478,0.085
drama-AA7075,ASCATSSP1,14.46,0.085
drama-AA7075,ASCATSSP1,14.441,0.085
drama-AA7075,ASCATSSP1,14.423,0.085
drama-AA7075,ASCATSSP1,14.405,0.085
drama-AA7075,ASCATSSP1,14.387,0.085
drama-AA7075,ASCATSSP1,14.369,0.085
drama-AA7075,ASCATSSP1,14.351,0.085
drama-AA7075,ASCATSSP1,14.333,0.085
drama-AA7075,ASCATSSP1,14.315,0.085
drama-AA7075,ASCATSSP1,14.297,0.085
drama-AA7075,ASCATSSP1,14.279,0.085
drama-AA7075,ASCATSSP1,14.261,0.085
drama-AA7075,ASCATSSP1,14.243,0.085
drama-AA7075,ASCATSSP1,14.225,0.085
drama-AA7075,ASCATSSP1,14.207,0.085
drama-AA7075,ASCATSSP1,14.189,0.085
drama-AA7075,ASCATSSP1,14.171,0.085
drama-AA7075,ASCATSSP1,14.153,0.085
drama-AA7075,ASCATSSP1,14.136,0.085
drama-AA7075,ASCATSSP1,14.118,0.085
drama-AA7075,ASCATSSP1,14.1,0.085
drama-AA7075,ASCATSSP1,14.082,0.085
drama-AA7075,ASCATSSP1,14.064,0.085
drama-AA7075,ASCATSSP1,14.047,0.085
drama-AA7075,ASCATSSP1,14.029,0.085
drama-AA7075,ASCATSSP1,14.011,0.085
drama-AA7075,ASCATSSP1,13.993,0.085
drama-AA7075,ASCATSSP1,13.976,0.085
drama-AA7075,ASCATSSP1,13.958,0.085
drama-AA7075,ASCATSSP1,13.94,0.085
drama-AA7075,ASCATSSP1,13.923,0.085
drama-AA7075,ASCATSSP1,13.905,0.085
drama-AA7075,ASCATSSP1,13.887,0.085
drama-AA7075,ASCATSSP1,13.87,0.085
drama-AA7075,ASCATSSP1,13.852,0.085
drama-AA7075,ASCATSSP1,13.835,0.085
drama-AA7075,ASCATSSP1,13.817,0.085
drama-AA7075,ASCATSSP1,13.799,0.085
drama-AA7075,ASCATSSP1,13.782,0.085
drama-AA7075,ASCATSSP1,13.764,0.085
drama-AA7075,ASCATSSP1,13.747,0.085
drama-AA7075,ASCATSSP1,13.729,0.085
drama-AA7075,ASCATSSP1,13.712,0.085
drama-AA7075,ASCATSSP1,13.694,0.085
drama-AA7075,ASCATSSP1,13.677,0.085
drama-AA7075,ASCATSSP1,13.66,0.085
drama-AA7075,ASCATSSP1,13.642,0.085
drama-AA7075,ASCATSSP1,13.625,0.085
drama-AA7075,ASCATSSP1,13.607,0.085
drama-AA7075,ASCATSSP1,13.59,0.085
drama-AA7075,ASCATSSP1,13.573,0.085
drama-AA7075,ASCATSSP1,13.555,0.085
drama-AA7075,ASCATSSP1,13.538,0.085
drama-AA7075,ASCATSSP1,13.521,0.085
drama-AA7075,ASCATSSP1,13.504,0.085
drama-AA7075,ASCATSSP1,13.486,0.085
drama-AA7075,ASCATSSP1,13.469,0.085
drama-AA7075,ASCATSSP1,13.452,0.085
drama-AA7075,ASCATSSP1,13.435,0.085
drama-AA7075,ASCATSSP1,13.417,0.085
drama-AA7075,ASCATSSP1,13.4,0.085
drama-AA7075,ASCATSSP1,13.383,0.085
drama-AA7075,ASCATSSP1,13.366,0.085
drama-AA7075,ASCATSSP1,13.349,0.085
drama-AA7075,ASCATSSP1,13.332,0.085
drama-AA7075,ASCATSSP1,13.315,0.085
drama-AA7075,ASCATSSP1,13.297,0.085
drama-AA7075,ASCATSSP1,13.28,0.085
drama-AA7075,ASCATSSP1,13.263,0.085
drama-AA7075,ASCATSSP1,13.246,0.085
drama-AA7075,ASCATSSP1,13.229,0.085
drama-AA7075,ASCATSSP1,13.212,0.085
drama-AA7075,ASCATSSP1,13.195,0.085
drama-AA7075,ASCATSSP1,13.178,0.085
drama-AA7075,ASCATSSP1,13.161,0.085
drama-AA7075,ASCATSSP1,13.144,0.085
drama-AA7075,ASCATSSP1,13.127,0.085
drama-AA7075,ASCATSSP1,13.111,0.085
drama-AA7075,ASCATSSP1,13.094,0.085
drama-AA7075,ASCATSSP1,13.077,0.085
drama-AA7075,ASCATSSP1,13.06,0.085
drama-AA7075,ASCATSSP1,13.043,0.085
drama-AA7075,ASCATSSP1,13.026,0.085
drama-AA7075,ASCATSSP1,13.009,0.085
drama-AA7075,ASCATSSP1,12.993,0.085
drama-AA7075,ASCATSSP1,12.976,0.085
drama-AA7075,ASCATSSP1,12.959,0.085
drama-AA7075,ASCATSSP1,12.942,0.085
drama-AA7075,ASCATSSP1,12.926,0.085
drama-AA7075,ASCATSSP1,12.909,0.085
drama-AA7075,ASCATSSP1,12.892,0.085
drama-AA7075,ASCATSSP1,12.875,0.085
drama-AA7075,ASCATSSP1,12.859,0.085
drama-AA7075,ASCATSSP1,12.842,0.085
drama-AA7075,ASCATSSP1,12.825,0.085
drama-AA7075,ASCATSSP1,12.809,0.085
drama-AA7075,ASCATSSP1,12.792,0.085
drama-AA7075,ASCATSSP1,12.776,0.085
drama-AA7075,ASCATSSP1,12.759,0.085
drama-AA7075,ASCATSSP1,12.742,0.085
drama-AA7075,ASCATSSP1,12.726,0.085
drama-AA7075,ASCATSSP1,12.709,0.085
drama-AA7075,ASCATSSP1,12.693,0.085
drama-AA7075,ASCATSSP1,12.676,0.085
drama-AA7075,ASCATSSP1,12.66,0.085
drama-AA7075,ASCATSSP1,12.643,0.085
drama-AA7075,ASCATSSP1,12.627,0.085
drama-AA7075,ASCATSSP1,12.611,0.085
drama-AA7075,ASCATSSP1,12.594,0.085
drama-AA7075,ASCATSSP1,12.578,0.085
drama-AA7075,ASCATSSP1,12.561,0.085
drama-AA7075,ASCATSSP1,12.545,0.085
drama-AA7075,ASCATSSP1,12.529,0.085
drama-AA7075,ASCATSSP1,12.512,0.085
drama-AA7075,ASCATSSP1,12.496,0.085
drama-AA7075,ASCATSSP1,12.479,0.085
drama-AA7075,ASCATSSP1,12.463,0.085
drama-AA7075,ASCATSSP1,12.447,0.085
drama-AA7075,ASCATSSP1,12.431,0.085
drama-AA7075,ASCATSSP1,12.414,0.085
drama-AA7075,ASCATSSP1,12.398,0.085
drama-AA7075,ASCATSSP1,12.382,0.085
drama-AA7075,ASCATSSP1,12.366,0.085
drama-AA7075,ASCATSSP1,12.349,0.085
drama-AA7075,ASCATSSP1,12.333,0.085
drama-AA7075,ASCATSSP1,12.317,0.085
drama-AA7075,ASCATSSP1,12.301,0.085
drama-AA7075,ASCATSSP1,12.285,0.085
drama-AA7075,ASCATSSP1,12.269,0.085
drama-AA7075,ASCATSSP1,12.253,0.085
drama-AA7075,ASCATSSP1,12.237,0.085
drama-AA7075,ASCATSSP1,12.22,0.085
drama-AA7075,ASCATSSP1,12.204,0.085
drama-AA7075,ASCATSSP1,12.188,0.085
drama-AA7075,ASCATSSP1,12.172,0.085
drama-AA7075,ASCATSSP1,12.156,0.085
drama-AA7075,ASCATSSP1,12.14,0.085
drama-AA7075,ASCATSSP1,12.124,0.085
drama-AA7075,ASCATSSP1,12.108,0.085
drama-AA7075,ASCATSSP1,12.092,0.085
drama-AA7075,ASCATSSP1,12.076,0.085
drama-AA7075,ASCATSSP1,12.06,0.085
drama-AA7075,ASCATSSP1,12.045,0.085
drama-AA7075,ASCATSSP1,12.029,0.085
drama-AA7075,ASCATSSP1,12.013,0.085
drama-AA7075,ASCATSSP1,11.997,0.085
drama-AA7075,ASCATSSP1,11.981,0.085
drama-AA7075,ASCATSSP1,11.965,0.085
drama-AA7075,ASCATSSP1,11.949,0.085
drama-AA7075,ASCATSSP1,11.934,0.085
drama-AA7075,ASCATSSP1,11.918,0.085
drama-AA7075,ASCATSSP1,11.902,0.085
drama-AA7075,ASCATSSP1,11.886,0.085
drama-AA7075,ASCATSSP1,11.871,0.085
drama-AA7075,ASCATSSP1,11.855,0.085
drama-AA7075,ASCATSSP1,11.839,0.085
drama-AA7075,ASCATSSP1,11.823,0.085
drama-AA7075,ASCATSSP1,11.808,0.085
drama-AA7075,ASCATSSP1,11.792,0.085
drama-AA7075,ASCATSSP1,11.776,0.085
drama-AA7075,ASCATSSP1,11.761,0.085
drama-AA7075,ASCATSSP1,11.745,0.085
drama-AA7075,ASCATSSP1,11.73,0.085
drama-AA7075,ASCATSSP1,11.714,0.085
drama-AA7075,ASCATSSP1,11.698,0.085
drama-AA7075,ASCATSSP1,11.683,0.085
drama-AA7075,ASCATSSP1,11.667,0.085
drama-AA7075,ASCATSSP1,11.652,0.085
drama-AA7075,ASCATSSP1,11.636,0.085
drama-AA7075,ASCATSSP1,11.621,0.085
drama-AA7075,ASCATSSP1,11.605,0.085
drama-AA7075,ASCATSSP1,11.59,0.085
drama-AA7075,ASCATSSP1,11.574,0.085
drama-AA7075,ASCATSSP1,11.559,0.085
drama-AA7075,ASCATSSP1,11.543,0.085
drama-AA7075,ASCATSSP1,11.528,0.085
drama-AA7075,ASCATSSP1,11.513,0.085
drama-AA7075,ASCATSSP1,11.497,0.085
drama-AA7075,ASCATSSP1,11.482,0.085
drama-AA7075,ASCATSSP1,11.466,0.085
drama-AA7075,ASCATSSP1,11.451,0.085
drama-AA7075,ASCATSSP1,11.436,0.085
drama-AA7075,ASCATSSP1,11.42,0.085
drama-AA7075,ASCATSSP1,11.405,0.085
drama-AA7075,ASCATSSP1,11.39,0.085
drama-AA7075,ASCATSSP1,11.375,0.085
drama-AA7075,ASCATSSP1,11.359,0.085
drama-AA7075,ASCATSSP1,11.344,0.085
drama-AA7075,ASCATSSP1,11.329,0.085
drama-AA7075,ASCATSSP1,11.314,0.085
drama-AA7075,ASCATSSP1,11.299,0.085
drama-AA7075,ASCATSSP1,11.283,0.085
drama-AA7075,ASCATSSP1,11.268,0.085
drama-AA7075,ASCATSSP1,11.253,0.085
drama-AA7075,ASCATSSP1,11.238,0.085
drama-AA7075,ASCATSSP1,11.223,0.085
drama-AA7075,ASCATSSP1,11.208,0.085
drama-AA7075,ASCATSSP1,11.193,0.085
drama-AA7075,ASCATSSP1,11.177,0.085
drama-AA7075,ASCATSSP1,11.162,0.085
drama-AA7075,ASCATSSP1,11.147,0.085
drama-AA7075,ASCATSSP1,11.132,0.085
drama-AA7075,ASCATSSP1,11.117,0.085
drama-AA7075,ASCATSSP1,11.102,0.085
drama-AA7075,ASCATSSP1,11.087,0.085
drama-AA7075,ASCATSSP1,11.072,0.085
drama-AA7075,ASCATSSP1,11.057,0.085
drama-AA7075,ASCATSSP1,11.042,0.085
drama-AA7075,ASCATSSP1,11.028,0.085
drama-AA7075,ASCATSSP1,11.013,0.085
drama-AA7075,ASCATSSP1,10.998,0.085
drama-AA7075,ASCATSSP1,10.983,0.085
drama-AA7075,ASCATSSP1,10.968,0.085
drama-AA7075,ASCATSSP1,10.953,0.085
drama-AA7075,ASCATSSP1,10.938,0.085
drama-AA7075,ASCATSSP1,10.923,0.085
drama-AA7075,ASCATSSP1,10.909,0.085
drama-AA7075,ASCATSSP1,10.894,0.085
drama-AA7075,ASCATSSP1,10.879,0.085
drama-AA7075,ASCATSSP1,10.864,0.085
drama-AA7075,ASCATSSP1,10.849,0.085
drama-AA7075,ASCATSSP1,10.835,0.085
drama-AA7075,ASCATSSP1,10.82,0.085
drama-AA7075,ASCATSSP1,10.805,0.085
drama-AA7075,ASCATSSP1,10.79,0.085
drama-AA7075,ASCATSSP1,10.776,0.085
drama-AA7075,ASCATSSP1,10.761,0.085
drama-AA7075,ASCATSSP1,10.746,0.085
drama-AA7075,ASCATSSP1,10.732,0.085
drama-AA7075,ASCATSSP1,10.717,0.085
drama-AA7075,ASCATSSP1,10.702,0.085
drama-AA7075,ASCATSSP1,10.688,0.085
drama-AA7075,ASCATSSP1,10.673,0.085
drama-AA7075,ASCATSSP1,10.658,0.085
drama-AA7075,ASCATSSP1,10.644,0.085
drama-AA7075,ASCATSSP1,10.629,0.085
drama-AA7075,ASCATSSP1,10.615,0.085
drama-AA7075,ASCATSSP1,10.6,0.085
drama-AA7075,ASCATSSP1,10.585,0.085
drama-AA7075,ASCATSSP1,10.571,0.085
drama-AA7075,ASCATSSP1,10.556,0.085
drama-AA7075,ASCATSSP1,10.542,0.085
drama-AA7075,ASCATSSP1,10.527,0.085
drama-AA7075,ASCATSSP1,10.513,0.085
drama-AA7075,ASCATSSP1,10.498,0.085
drama-AA7075,ASCATSSP1,10.484,0.085
drama-AA7075,ASCATSSP1,10.469,0.085
drama-AA7075,ASCATSSP1,10.455,0.085
drama-AA7075,ASCATSSP1,10.44,0.085
drama-AA7075,ASCATSSP1,10.426,0.085
drama-AA7075,ASCATSSP1,10.412,0.085
drama-AA7075,ASCATSSP1,10.397,0.085
drama-AA7075,ASCATSSP1,10.383,0.085
drama-AA7075,ASCATSSP1,10.368,0.085
drama-AA7075,ASCATSSP1,10.354,0.085
drama-AA7075,ASCATSSP1,10.34,0.085
drama-AA7075,ASCATSSP1,10.325,0.085
drama-AA7075,ASCATSSP1,10.311,0.085
drama-AA7075,ASCATSSP1,10.297,0.085
drama-AA7075,ASCATSSP1,10.282,0.085
drama-AA7075,ASCATSSP1,10.268,0.085
drama-AA7075,ASCATSSP1,10.254,0.085
drama-AA7075,ASCATSSP1,10.24,0.085
drama-AA7075,ASCATSSP1,10.225,0.085
drama-AA7075,ASCATSSP1,10.211,0.085
drama-AA7075,ASCATSSP1,10.197,0.085
drama-AA7075,ASCATSSP1,10.183,0.085
drama-AA7075,ASCATSSP1,10.168,0.085
drama-AA7075,ASCATSSP1,10.154,0.085
drama-AA7075,ASCATSSP1,10.14,0.085
drama-AA7075,ASCATSSP1,10.126,0.085
drama-AA7075,ASCATSSP1,10.112,0.085
drama-AA7075,ASCATSSP1,10.097,0.085
drama-AA7075,ASCATSSP1,10.083,0.085
drama-AA7075,Battery2,87.844,9.74
drama-AA7075,Battery2,87.838,9.74
drama-AA7075,Battery2,87.81,9.74
drama-AA7075,Battery2,87.748,9.74
drama-AA7075,Battery2,87.686,9.74
drama-AA7075,Battery2,87.624,9.74
drama-AA7075,Battery2,87.561,9.74
drama-AA7075,Battery2,87.498,9.74
drama-AA7075,Battery2,87.435,9.74
drama-AA7075,Battery2,87.372,9.74
drama-AA7075,Battery2,87.309,9.74
drama-AA7075,Battery2,87.246,9.74
drama-AA7075,Battery2,87.182,9.74
drama-AA7075,Battery2,87.119,9.74
drama-AA7075,Battery2,87.055,9.74
drama-AA7075,Battery2,86.991,9.74
drama-AA7075,Battery2,86.927,9.74
drama-AA7075,Battery2,86.863,9.74
drama-AA7075,Battery2,86.798,9.74
drama-AA7075,Battery2,86.733,9.74
drama-AA7075,Battery2,86.669,9.74
drama-AA7075,Battery2,86.604,9.74
drama-AA7075,Battery2,86.539,9.74
drama-AA7075,Battery2,86.473,9.74
drama-AA7075,Battery2,86.408,9.74
drama-AA7075,Battery2,86.342,9.74
drama-AA7075,Battery2,86.276,9.74
drama-AA7075,Battery2,86.21,9.74
drama-AA7075,Battery2,86.144,9.74
drama-AA7075,Battery2,86.078,9.74
drama-AA7075,Battery2,86.011,9.74
drama-AA7075,Battery2,85.945,9.74
drama-AA7075,Battery2,85.878,9.74
drama-AA7075,Battery2,85.811,9.74
drama-AA7075,Battery2,85.744,9.74
drama-AA7075,Battery2,85.676,9.74
drama-AA7075,Battery2,85.609,9.74
drama-AA7075,Battery2,85.541,9.74
drama-AA7075,Battery2,85.473,9.74
drama-AA7075,Battery2,85.405,9.74
drama-AA7075,Battery2,85.336,9.74
drama-AA7075,Battery2,85.268,9.74
drama-AA7075,Battery2,85.199,9.74
drama-AA7075,Battery2,85.13,9.74
drama-AA7075,Battery2,85.061,9.74
drama-AA7075,Battery2,84.992,9.74
drama-AA7075,Battery2,84.923,9.74
drama-AA7075,Battery2,84.853,9.74
drama-AA7075,Battery2,84.783,9.74
drama-AA7075,Battery2,84.713,9.74
drama-AA7075,Battery2,84.643,9.74
drama-AA7075,Battery2,84.572,9.74
drama-AA7075,Battery2,84.502,9.74
drama-AA7075,Battery2,84.431,9.74
drama-AA7075,Battery2,84.36,9.74
drama-AA7075,Battery2,84.289,9.74
drama-AA7075,Battery2,84.217,9.74
drama-AA7075,Battery2,84.145,9.74
drama-AA7075,Battery2,84.074,9.74
drama-AA7075,Battery2,84.001,9.74
drama-AA7075,Battery2,83.929,9.74
drama-AA7075,Battery2,83.857,9.74
drama-AA7075,Battery2,83.784,9.74
drama-AA7075,Battery2,83.711,9.74
drama-AA7075,Battery2,83.638,9.74
drama-AA7075,Battery2,83.565,9.74
