Material,Object,Altitude (km),Mass (kg)
drama-A316,ValvTran6,38.993,0.209
drama-A316,ValvTran6,38.992,0.209
drama-A316,ValvTran6,38.991,0.209
drama-A316,ValvTran6,38.989,0.209
drama-A316,ValvTran6,38.989,0.209
drama-A316,ValvTran6,38.988,0.209
drama-A316,ValvTran6,38.986,0.209
drama-A316,ValvTran6,38.985,0.209
drama-A316,ValvTran6,38.984,0.209
drama-A316,ValvTran6,38.982,0.209
drama-A316,ValvTran6,38.981,0.209
drama-A316,ValvTran6,38.98,0.209
drama-A316,ValvTran6,38.979,0.209
drama-A316,ValvTran6,38.978,0.209
drama-A316,ValvTran6,38.977,0.209
drama-A316,ValvTran6,38.975,0.209
drama-A316,ValvTran6,38.974,0.209
drama-A316,ValvTran6,38.973,0.209
drama-A316,ValvTran6,38.971,0.209
drama-A316,ValvTran6,38.97,0.209
drama-A316,ValvTran6,38.969,0.209
drama-A316,ValvTran6,38.968,0.209
drama-A316,ValvTran6,38.967,0.209
drama-A316,ValvTran6,38.965,0.209
drama-A316,ValvTran6,38.961,0.209
drama-A316,ValvTran6,38.958,0.209
drama-A316,ValvTran6,38.953,0.209
drama-A316,ValvTran6,38.945,0.209
drama-A316,ValvTran6,38.94,0.209
drama-A316,ValvTran6,38.933,0.209
drama-A316,ValvTran6,38.923,0.209
drama-A316,ValvTran6,38.881,0.209
drama-A316,ValvTran6,38.88,0.209
drama-A316,ValvTran6,38.878,0.209
drama-A316,ValvTran6,38.873,0.209
drama-A316,ValvTran6,38.865,0.209
drama-A316,ValvTran6,38.856,0.209
drama-A316,ValvTran6,38.814,0.209
drama-A316,ValvTran6,38.809,0.209
drama-A316,ValvTran6,38.806,0.209
drama-A316,ValvTran6,38.805,0.209
drama-A316,ValvTran6,38.802,0.209
drama-A316,ValvTran6,38.795,0.209
drama-A316,ValvTran6,38.772,0.209
drama-A316,ValvTran6,38.748,0.209
drama-A316,ValvTran6,38.642,0.209
drama-A316,ValvTran6,38.591,0.209
drama-A316,ValvTran6,38.546,0.209
drama-A316,ValvTran6,38.504,0.209
drama-A316,ValvTran6,38.467,0.209
drama-A316,ValvTran6,38.433,0.209
drama-A316,ValvTran6,38.429,0.209
drama-A316,ValvTran6,38.424,0.209
drama-A316,ValvTran6,38.399,0.209
drama-A316,ValvTran6,38.287,0.209
drama-A316,ValvTran6,38.028,0.209
drama-A316,ValvTran6,37.766,0.209
drama-A316,ValvTran6,37.501,0.209
drama-A316,ValvTran6,37.235,0.209
drama-A316,ValvTran6,36.968,0.209
drama-A316,ValvTran6,36.699,0.209
drama-A316,ValvTran6,36.429,0.209
drama-A316,ValvTran6,36.16,0.209
drama-A316,ValvTran6,35.889,0.209
drama-A316,ValvTran6,35.62,0.209
drama-A316,ValvTran6,35.35,0.209
drama-A316,ValvTran6,35.082,0.209
drama-A316,ValvTran6,34.814,0.209
drama-A316,ValvTran6,34.548,0.209
drama-A316,ValvTran6,34.284,0.209
drama-A316,ValvTran6,34.022,0.209
drama-A316,ValvTran6,33.762,0.209
drama-A316,ValvTran6,33.504,0.209
drama-A316,ValvTran6,33.248,0.209
drama-A316,ValvTran6,32.996,0.209
drama-A316,ValvTran6,32.746,0.209
drama-A316,ValvTran6,32.5,0.209
drama-A316,ValvTran6,32.256,0.209
drama-A316,ValvTran6,32.016,0.209
drama-A316,ValvTran6,31.78,0.209
drama-A316,ValvTran6,31.547,0.209
drama-A316,ValvTran6,31.317,0.209
drama-A316,ValvTran6,31.091,0.209
drama-A316,ValvTran6,30.868,0.209
drama-A316,ValvTran6,30.649,0.209
drama-A316,ValvTran6,30.433,0.209
drama-A316,ValvTran6,30.221,0.209
drama-A316,ValvTran6,30.013,0.209
drama-A316,ValvTran6,29.807,0.209
drama-A316,ValvTran6,29.605,0.209
drama-A316,ValvTran6,29.407,0.209
drama-A316,ValvTran6,29.212,0.209
drama-A316,ValvTran6,29.02,0.209
drama-A316,ValvTran6,28.831,0.209
drama-A316,ValvTran6,28.645,0.209
drama-A316,ValvTran6,28.462,0.209
drama-A316,ValvTran6,28.282,0.209
drama-A316,ValvTran6,28.105,0.209
drama-A316,ValvTran6,27.931,0.209
drama-A316,ValvTran6,27.76,0.209
drama-A316,ValvTran6,27.591,0.209
drama-A316,ValvTran6,27.425,0.209
drama-A316,ValvTran6,27.261,0.209
drama-A316,ValvTran6,27.1,0.209
drama-A316,ValvTran6,26.941,0.209
drama-A316,ValvTran6,26.785,0.209
drama-A316,ValvTran6,26.631,0.209
drama-A316,ValvTran6,26.479,0.209
drama-A316,ValvTran6,26.329,0.209
drama-A316,ValvTran6,26.181,0.209
drama-A316,ValvTran6,26.035,0.209
drama-A316,ValvTran6,25.892,0.209
drama-A316,ValvTran6,25.75,0.209
drama-A316,ValvTran6,25.61,0.209
drama-A316,ValvTran6,25.472,0.209
drama-A316,ValvTran6,25.335,0.209
drama-A316,ValvTran6,25.2,0.209
drama-A316,ValvTran6,25.067,0.209
drama-A316,ValvTran6,24.936,0.209
drama-A316,ValvTran6,24.806,0.209
drama-A316,ValvTran6,24.677,0.209
drama-A316,ValvTran6,24.55,0.209
drama-A316,ValvTran6,24.425,0.209
drama-A316,ValvTran6,24.301,0.209
drama-A316,ValvTran6,24.178,0.209
drama-A316,ValvTran6,24.057,0.209
drama-A316,ValvTran6,23.937,0.209
drama-A316,ValvTran6,23.818,0.209
drama-A316,ValvTran6,23.701,0.209
drama-A316,ValvTran6,23.585,0.209
drama-A316,ValvTran6,23.47,0.209
drama-A316,ValvTran6,23.356,0.209
drama-A316,ValvTran6,23.243,0.209
drama-A316,ValvTran6,23.131,0.209
drama-A316,ValvTran6,23.021,0.209
drama-A316,ValvTran6,22.911,0.209
drama-A316,ValvTran6,22.803,0.209
drama-A316,ValvTran6,22.695,0.209
drama-A316,ValvTran6,22.589,0.209
drama-A316,ValvTran6,22.483,0.209
drama-A316,ValvTran6,22.379,0.209
drama-A316,ValvTran6,22.275,0.209
drama-A316,ValvTran6,22.173,0.209
drama-A316,ValvTran6,22.071,0.209
drama-A316,ValvTran6,21.97,0.209
drama-A316,ValvTran6,21.87,0.209
drama-A316,ValvTran6,21.771,0.209
drama-A316,ValvTran6,21.673,0.209
drama-A316,ValvTran6,21.575,0.209
drama-A316,ValvTran6,21.478,0.209
drama-A316,ValvTran6,21.382,0.209
drama-A316,ValvTran6,21.287,0.209
drama-A316,ValvTran6,21.193,0.209
drama-A316,ValvTran6,21.099,0.209
drama-A316,ValvTran6,21.006,0.209
drama-A316,ValvTran6,20.914,0.209
drama-A316,ValvTran6,20.823,0.209
drama-A316,ValvTran6,20.732,0.209
drama-A316,ValvTran6,20.642,0.209
drama-A316,ValvTran6,20.552,0.209
drama-A316,ValvTran6,20.463,0.209
drama-A316,ValvTran6,20.375,0.209
drama-A316,ValvTran6,20.288,0.209
drama-A316,ValvTran6,20.201,0.209
drama-A316,ValvTran6,20.115,0.209
drama-A316,ValvTran6,20.029,0.209
drama-A316,ValvTran6,19.944,0.209
drama-A316,ValvTran6,19.859,0.209
drama-A316,ValvTran6,19.775,0.209
drama-A316,ValvTran6,19.692,0.209
drama-A316,ValvTran6,19.609,0.209
drama-A316,ValvTran6,19.527,0.209
drama-A316,ValvTran6,19.445,0.209
drama-A316,ValvTran6,19.364,0.209
drama-A316,ValvTran6,19.283,0.209
drama-A316,ValvTran6,19.203,0.209
drama-A316,ValvTran6,19.123,0.209
drama-A316,ValvTran6,19.044,0.209
drama-A316,ValvTran6,18.966,0.209
drama-A316,ValvTran6,18.887,0.209
drama-A316,ValvTran6,18.809,0.209
drama-A316,ValvTran6,18.732,0.209
drama-A316,ValvTran6,18.655,0.209
drama-A316,ValvTran6,18.579,0.209
drama-A316,ValvTran6,18.503,0.209
drama-A316,ValvTran6,18.427,0.209
drama-A316,ValvTran6,18.352,0.209
drama-A316,ValvTran6,18.278,0.209
drama-A316,ValvTran6,18.203,0.209
drama-A316,ValvTran6,18.13,0.209
drama-A316,ValvTran6,18.056,0.209
drama-A316,ValvTran6,17.983,0.209
drama-A316,ValvTran6,17.91,0.209
drama-A316,ValvTran6,17.838,0.209
drama-A316,ValvTran6,17.766,0.209
drama-A316,ValvTran6,17.695,0.209
drama-A316,ValvTran6,17.624,0.209
drama-A316,ValvTran6,17.553,0.209
drama-A316,ValvTran6,17.483,0.209
drama-A316,ValvTran6,17.413,0.209
drama-A316,ValvTran6,17.343,0.209
drama-A316,ValvTran6,17.274,0.209
drama-A316,ValvTran6,17.205,0.209
drama-A316,ValvTran6,17.137,0.209
drama-A316,ValvTran6,17.068,0.209
drama-A316,ValvTran6,17.0,0.209
drama-A316,ValvTran6,16.933,0.209
drama-A316,ValvTran6,16.866,0.209
drama-A316,ValvTran6,16.799,0.209
drama-A316,ValvTran6,16.732,0.209
drama-A316,ValvTran6,16.666,0.209
drama-A316,ValvTran6,16.6,0.209
drama-A316,ValvTran6,16.535,0.209
drama-A316,ValvTran6,16.469,0.209
drama-A316,ValvTran6,16.405,0.209
drama-A316,ValvTran6,16.34,0.209
drama-A316,ValvTran6,16.276,0.209
drama-A316,ValvTran6,16.212,0.209
drama-A316,ValvTran6,16.148,0.209
drama-A316,ValvTran6,16.084,0.209
drama-A316,ValvTran6,16.021,0.209
drama-A316,ValvTran6,15.958,0.209
drama-A316,ValvTran6,15.896,0.209
drama-A316,ValvTran6,15.834,0.209
drama-A316,ValvTran6,15.772,0.209
drama-A316,ValvTran6,15.71,0.209
drama-A316,ValvTran6,15.648,0.209
drama-A316,ValvTran6,15.587,0.209
drama-A316,ValvTran6,15.526,0.209
drama-A316,ValvTran6,15.466,0.209
drama-A316,ValvTran6,15.405,0.209
drama-A316,ValvTran6,15.345,0.209
drama-A316,ValvTran6,15.285,0.209
drama-A316,ValvTran6,15.226,0.209
drama-A316,ValvTran6,15.166,0.209
drama-A316,ValvTran6,15.107,0.209
drama-A316,ValvTran6,15.048,0.209
drama-A316,ValvTran6,14.99,0.209
drama-A316,ValvTran6,14.932,0.209
drama-A316,ValvTran6,14.873,0.209
drama-A316,ValvTran6,14.816,0.209
drama-A316,ValvTran6,14.758,0.209
drama-A316,ValvTran6,14.701,0.209
drama-A316,ValvTran6,14.644,0.209
drama-A316,ValvTran6,14.587,0.209
drama-A316,ValvTran6,14.53,0.209
drama-A316,ValvTran6,14.474,0.209
drama-A316,ValvTran6,14.417,0.209
drama-A316,ValvTran6,14.362,0.209
drama-A316,ValvTran6,14.306,0.209
drama-A316,ValvTran6,14.25,0.209
drama-A316,ValvTran6,14.195,0.209
drama-A316,ValvTran6,14.14,0.209
drama-A316,ValvTran6,14.085,0.209
drama-A316,ValvTran6,14.031,0.209
drama-A316,ValvTran6,13.976,0.209
drama-A316,ValvTran6,13.922,0.209
drama-A316,ValvTran6,13.868,0.209
drama-A316,ValvTran6,13.814,0.209
drama-A316,ValvTran6,13.761,0.209
drama-A316,ValvTran6,13.707,0.209
drama-A316,ValvTran6,13.654,0.209
drama-A316,ValvTran6,13.601,0.209
drama-A316,ValvTran6,13.549,0.209
drama-A316,ValvTran6,13.496,0.209
drama-A316,ValvTran6,13.444,0.209
drama-A316,ValvTran6,13.392,0.209
drama-A316,ValvTran6,13.34,0.209
drama-A316,ValvTran6,13.288,0.209
drama-A316,ValvTran6,13.237,0.209
drama-A316,ValvTran6,13.185,0.209
drama-A316,ValvTran6,13.134,0.209
drama-A316,ValvTran6,13.083,0.209
drama-A316,ValvTran6,13.032,0.209
drama-A316,ValvTran6,12.982,0.209
drama-A316,ValvTran6,12.931,0.209
drama-A316,ValvTran6,12.881,0.209
drama-A316,ValvTran6,12.831,0.209
drama-A316,ValvTran6,12.781,0.209
drama-A316,ValvTran6,12.732,0.209
drama-A316,ValvTran6,12.682,0.209
drama-A316,ValvTran6,12.633,0.209
drama-A316,ValvTran6,12.584,0.209
drama-A316,ValvTran6,12.535,0.209
drama-A316,ValvTran6,12.486,0.209
drama-A316,ValvTran6,12.438,0.209
drama-A316,ValvTran6,12.389,0.209
drama-A316,ValvTran6,12.341,0.209
drama-A316,ValvTran6,12.293,0.209
drama-A316,ValvTran6,12.245,0.209
drama-A316,ValvTran6,12.198,0.209
drama-A316,ValvTran6,12.15,0.209
drama-A316,ValvTran6,12.103,0.209
drama-A316,ValvTran6,12.056,0.209
drama-A316,ValvTran6,12.008,0.209
drama-A316,ValvTran6,11.962,0.209
drama-A316,ValvTran6,11.915,0.209
drama-A316,ValvTran6,11.868,0.209
drama-A316,ValvTran6,11.822,0.209
drama-A316,ValvTran6,11.776,0.209
drama-A316,ValvTran6,11.73,0.209
drama-A316,ValvTran6,11.684,0.209
drama-A316,ValvTran6,11.638,0.209
drama-A316,ValvTran6,11.593,0.209
drama-A316,ValvTran6,11.547,0.209
drama-A316,ValvTran6,11.502,0.209
drama-A316,ValvTran6,11.457,0.209
drama-A316,ValvTran6,11.412,0.209
drama-A316,ValvTran6,11.367,0.209
drama-A316,ValvTran6,11.322,0.209
drama-A316,ValvTran6,11.278,0.209
drama-A316,ValvTran6,11.234,0.209
drama-A316,ValvTran6,11.189,0.209
drama-A316,ValvTran6,11.145,0.209
drama-A316,ValvTran6,11.101,0.209
drama-A316,ValvTran6,11.058,0.209
drama-A316,ValvTran6,11.014,0.209
drama-A316,ValvTran6,10.971,0.209
drama-A316,ValvTran6,10.927,0.209
drama-A316,ValvTran6,10.884,0.209
drama-A316,ValvTran6,10.841,0.209
drama-A316,ValvTran6,10.798,0.209
drama-A316,ValvTran6,10.755,0.209
drama-A316,ValvTran6,10.712,0.209
drama-A316,ValvTran6,10.67,0.209
drama-A316,ValvTran6,10.627,0.209
drama-A316,ValvTran6,10.585,0.209
drama-A316,ValvTran6,10.543,0.209
drama-A316,ValvTran6,10.5,0.209
drama-A316,ValvTran6,10.458,0.209
drama-A316,ValvTran6,10.416,0.209
drama-A316,ValvTran6,10.374,0.209
drama-A316,ValvTran6,10.333,0.209
drama-A316,ValvTran6,10.291,0.209
drama-A316,ValvTran6,10.25,0.209
drama-A316,ValvTran6,10.208,0.209
drama-A316,ValvTran6,10.167,0.209
drama-A316,ValvTran6,10.126,0.209
drama-A316,ValvTran6,10.085,0.209
drama-A316,ValvTran6,10.044,0.209
drama-A316,ValvTran6,10.003,0.209
drama-A316,ValvTran6,9.962,0.209
drama-A316,ValvTran6,9.921,0.209
drama-A316,ValvTran6,9.881,0.209
drama-A316,ValvTran6,9.84,0.209
drama-A316,ValvTran6,9.8,0.209
drama-A316,ValvTran6,9.76,0.209
drama-A316,ValvTran6,9.72,0.209
drama-A316,ValvTran6,9.679,0.209
drama-A316,ValvTran6,9.64,0.209
drama-A316,ValvTran6,9.6,0.209
drama-A316,ValvTran6,9.56,0.209
drama-A316,ValvTran6,9.52,0.209
drama-A316,ValvTran6,9.481,0.209
drama-A316,ValvTran6,9.441,0.209
drama-A316,ValvTran6,9.402,0.209
drama-A316,ValvTran6,9.363,0.209
drama-A316,ValvTran6,9.323,0.209
drama-A316,ValvTran6,9.284,0.209
drama-A316,ValvTran6,9.245,0.209
drama-A316,ValvTran6,9.207,0.209
drama-A316,ValvTran6,9.168,0.209
drama-A316,ValvTran6,9.129,0.209
drama-A316,ValvTran6,9.09,0.209
drama-A316,ValvTran6,9.052,0.209
drama-A316,ValvTran6,9.014,0.209
drama-A316,ValvTran6,8.975,0.209
drama-A316,ValvTran6,8.937,0.209
drama-A316,ValvTran6,8.899,0.209
drama-A316,ValvTran6,8.861,0.209
drama-A316,ValvTran6,8.823,0.209
drama-A316,ValvTran6,8.785,0.209
drama-A316,ValvTran6,8.747,0.209
drama-A316,ValvTran6,8.71,0.209
drama-A316,ValvTran6,8.672,0.209
drama-A316,ValvTran6,8.635,0.209
drama-A316,ValvTran6,8.597,0.209
drama-A316,ValvTran6,8.56,0.209
drama-A316,ValvTran6,8.523,0.209
drama-A316,ValvTran6,8.486,0.209
drama-A316,ValvTran6,8.448,0.209
drama-A316,ValvTran6,8.412,0.209
drama-A316,ValvTran6,8.375,0.209
drama-A316,ValvTran6,8.338,0.209
drama-A316,ValvTran6,8.301,0.209
drama-A316,ValvTran6,8.265,0.209
drama-A316,ValvTran6,8.228,0.209
drama-A316,ValvTran6,8.192,0.209
drama-A316,ValvTran6,8.155,0.209
drama-A316,ValvTran6,8.119,0.209
drama-A316,ValvTran6,8.083,0.209
drama-A316,ValvTran6,8.047,0.209
drama-A316,ValvTran6,8.011,0.209
drama-A316,ValvTran6,7.975,0.209
drama-A316,ValvTran6,7.939,0.209
drama-A316,ValvTran6,7.903,0.209
drama-A316,ValvTran6,7.867,0.209
drama-A316,ValvTran6,7.832,0.209
drama-A316,ValvTran6,7.796,0.209
drama-A316,ValvTran6,7.761,0.209
drama-A316,ValvTran6,7.725,0.209
drama-A316,ValvTran6,7.69,0.209
drama-A316,ValvTran6,7.655,0.209
drama-A316,ValvTran6,7.62,0.209
drama-A316,ValvTran6,7.585,0.209
drama-A316,ValvTran6,7.55,0.209
drama-A316,ValvTran6,7.515,0.209
drama-A316,ValvTran6,7.48,0.209
drama-A316,ValvTran6,7.445,0.209
drama-A316,ValvTran6,7.411,0.209
drama-A316,ValvTran6,7.376,0.209
drama-A316,ValvTran6,7.341,0.209
drama-A316,ValvTran6,7.307,0.209
drama-A316,ValvTran6,7.273,0.209
drama-A316,ValvTran6,7.238,0.209
drama-A316,ValvTran6,7.204,0.209
drama-A316,ValvTran6,7.17,0.209
drama-A316,ValvTran6,7.136,0.209
drama-A316,ValvTran6,7.102,0.209
drama-A316,ValvTran6,7.068,0.209
drama-A316,ValvTran6,7.034,0.209
drama-A316,ValvTran6,7.0,0.209
drama-A316,ValvTran6,6.967,0.209
drama-A316,ValvTran6,6.933,0.209
drama-A316,ValvTran6,6.9,0.209
drama-A316,ValvTran6,6.866,0.209
drama-A316,ValvTran6,6.833,0.209
drama-A316,ValvTran6,6.799,0.209
drama-A316,ValvTran6,6.766,0.209
drama-A316,ValvTran6,6.733,0.209
drama-A316,ValvTran6,6.7,0.209
drama-A316,ValvTran6,6.667,0.209
drama-A316,ValvTran6,6.634,0.209
drama-A316,ValvTran6,6.601,0.209
drama-A316,ValvTran6,6.568,0.209
drama-A316,ValvTran6,6.535,0.209
drama-A316,ValvTran6,6.502,0.209
drama-A316,ValvTran6,6.47,0.209
drama-A316,ValvTran6,6.437,0.209
drama-A316,ValvTran6,6.405,0.209
drama-A316,ValvTran6,6.372,0.209
drama-A316,ValvTran6,6.34,0.209
drama-A316,ValvTran6,6.308,0.209
drama-A316,ValvTran6,6.275,0.209
drama-A316,ValvTran6,6.243,0.209
drama-A316,ValvTran6,6.211,0.209
drama-A316,ValvTran6,6.179,0.209
drama-A316,ValvTran6,6.147,0.209
drama-A316,ValvTran6,6.115,0.209
drama-A316,ValvTran6,6.083,0.209
drama-A316,ValvTran6,6.051,0.209
drama-A316,ValvTran6,6.02,0.209
drama-A316,ValvTran6,5.988,0.209
drama-A316,ValvTran6,5.956,0.209
drama-A316,ValvTran6,5.925,0.209
drama-A316,ValvTran6,5.893,0.209
drama-A316,ValvTran6,5.862,0.209
drama-A316,ValvTran6,5.831,0.209
drama-A316,ValvTran6,5.799,0.209
drama-A316,ValvTran6,5.768,0.209
drama-A316,ValvTran6,5.737,0.209
drama-A316,ValvTran6,5.706,0.209
drama-A316,ValvTran6,5.675,0.209
drama-A316,ValvTran6,5.644,0.209
drama-A316,ValvTran6,5.613,0.209
drama-A316,ValvTran6,5.582,0.209
drama-A316,ValvTran6,5.551,0.209
drama-A316,ValvTran6,5.521,0.209
drama-A316,ValvTran6,5.49,0.209
drama-A316,ValvTran6,5.459,0.209
drama-A316,ValvTran6,5.429,0.209
drama-A316,ValvTran6,5.398,0.209
drama-A316,ValvTran6,5.368,0.209
drama-A316,ValvTran6,5.337,0.209
drama-A316,ValvTran6,5.307,0.209
drama-A316,ValvTran6,5.277,0.209
drama-A316,ValvTran6,5.247,0.209
drama-A316,ValvTran6,5.216,0.209
drama-A316,ValvTran6,5.186,0.209
drama-A316,ValvTran6,5.156,0.209
drama-A316,ValvTran6,5.126,0.209
drama-A316,ValvTran6,5.096,0.209
drama-A316,ValvTran6,5.067,0.209
drama-A316,ValvTran6,5.037,0.209
drama-A316,ValvTran6,5.007,0.209
drama-A316,ValvTran6,4.977,0.209
drama-A316,ValvTran6,4.948,0.209
drama-A316,ValvTran6,4.918,0.209
drama-A316,ValvTran6,4.888,0.209
drama-A316,ValvTran6,4.859,0.209
drama-A316,ValvTran6,4.829,0.209
drama-A316,ValvTran6,4.8,0.209
drama-A316,ValvTran6,4.771,0.209
drama-A316,ValvTran6,4.741,0.209
drama-A316,ValvTran6,4.712,0.209
drama-A316,ValvTran6,4.683,0.209
drama-A316,ValvTran6,4.654,0.209
drama-A316,ValvTran6,4.625,0.209
drama-A316,ValvTran6,4.596,0.209
drama-A316,ValvTran6,4.567,0.209
drama-A316,ValvTran6,4.538,0.209
drama-A316,ValvTran6,4.509,0.209
drama-A316,ValvTran6,4.48,0.209
drama-A316,ValvTran6,4.452,0.209
drama-A316,ValvTran6,4.423,0.209
drama-A316,ValvTran6,4.394,0.209
drama-A316,ValvTran6,4.366,0.209
drama-A316,ValvTran6,4.337,0.209
drama-A316,ValvTran6,4.308,0.209
drama-A316,ValvTran6,4.28,0.209
drama-A316,ValvTran6,4.252,0.209
drama-A316,ValvTran6,4.223,0.209
drama-A316,ValvTran6,4.195,0.209
drama-A316,ValvTran6,4.167,0.209
drama-A316,ValvTran6,4.138,0.209
drama-A316,ValvTran6,4.11,0.209
drama-A316,ValvTran6,4.082,0.209
drama-A316,ValvTran6,4.054,0.209
drama-A316,ValvTran6,4.026,0.209
drama-A316,ValvTran6,3.998,0.209
drama-A316,ValvTran6,3.97,0.209
drama-A316,ValvTran6,3.942,0.209
drama-A316,ValvTran6,3.914,0.209
drama-A316,ValvTran6,3.887,0.209
drama-A316,ValvTran6,3.859,0.209
drama-A316,ValvTran6,3.831,0.209
drama-A316,ValvTran6,3.803,0.209
drama-A316,ValvTran6,3.776,0.209
drama-A316,ValvTran6,3.748,0.209
drama-A316,ValvTran6,3.721,0.209
drama-A316,ValvTran6,3.693,0.209
drama-A316,ValvTran6,3.666,0.209
drama-A316,ValvTran6,3.638,0.209
drama-A316,ValvTran6,3.611,0.209
drama-A316,ValvTran6,3.584,0.209
drama-A316,ValvTran6,3.557,0.209
drama-A316,ValvTran6,3.529,0.209
drama-A316,ValvTran6,3.502,0.209
drama-A316,ValvTran6,3.475,0.209
drama-A316,ValvTran6,3.448,0.209
drama-A316,ValvTran6,3.421,0.209
drama-A316,ValvTran6,3.394,0.209
drama-A316,ValvTran6,3.367,0.209
drama-A316,ValvTran6,3.34,0.209
drama-A316,ValvTran6,3.313,0.209
drama-A316,ValvTran6,3.286,0.209
drama-A316,ValvTran6,3.26,0.209
drama-A316,ValvTran6,3.233,0.209
drama-A316,ValvTran6,3.206,0.209
drama-A316,ValvTran6,3.18,0.209
drama-A316,ValvTran6,3.153,0.209
drama-A316,ValvTran6,3.126,0.209
drama-A316,ValvTran6,3.1,0.209
drama-A316,ValvTran6,3.073,0.209
drama-A316,ValvTran6,3.047,0.209
drama-A316,ValvTran6,3.021,0.209
drama-A316,ValvTran6,2.994,0.209
drama-A316,ValvTran6,2.968,0.209
drama-A316,ValvTran6,2.942,0.209
drama-A316,ValvTran6,2.915,0.209
drama-A316,ValvTran6,2.889,0.209
drama-A316,ValvTran6,2.863,0.209
drama-A316,ValvTran6,2.837,0.209
drama-A316,ValvTran6,2.811,0.209
drama-A316,ValvTran6,2.785,0.209
drama-A316,ValvTran6,2.759,0.209
drama-A316,ValvTran6,2.733,0.209
drama-A316,ValvTran6,2.707,0.209
drama-A316,ValvTran6,2.681,0.209
drama-A316,ValvTran6,2.655,0.209
drama-A316,ValvTran6,2.629,0.209
drama-A316,ValvTran6,2.604,0.209
drama-A316,ValvTran6,2.578,0.209
drama-A316,ValvTran6,2.552,0.209
drama-A316,ValvTran6,2.527,0.209
drama-A316,ValvTran6,2.501,0.209
drama-A316,ValvTran6,2.476,0.209
drama-A316,ValvTran6,2.45,0.209
drama-A316,ValvTran6,2.424,0.209
drama-A316,ValvTran6,2.399,0.209
drama-A316,ValvTran6,2.374,0.209
drama-A316,ValvTran6,2.348,0.209
drama-A316,ValvTran6,2.323,0.209
drama-A316,ValvTran6,2.298,0.209
drama-A316,ValvTran6,2.272,0.209
drama-A316,ValvTran6,2.247,0.209
drama-A316,ValvTran6,2.222,0.209
drama-A316,ValvTran6,2.197,0.209
drama-A316,ValvTran6,2.172,0.209
drama-A316,ValvTran6,2.147,0.209
drama-A316,ValvTran6,2.122,0.209
drama-A316,ValvTran6,2.097,0.209
drama-A316,ValvTran6,2.072,0.209
drama-A316,ValvTran6,2.047,0.209
drama-A316,ValvTran6,2.022,0.209
drama-A316,ValvTran6,1.997,0.209
drama-A316,ValvTran6,1.972,0.209
drama-A316,ValvTran6,1.947,0.209
drama-A316,ValvTran6,1.923,0.209
drama-A316,ValvTran6,1.898,0.209
drama-A316,ValvTran6,1.873,0.209
drama-A316,ValvTran6,1.849,0.209
drama-A316,ValvTran6,1.824,0.209
drama-A316,ValvTran6,1.8,0.209
drama-A316,ValvTran6,1.775,0.209
drama-A316,ValvTran6,1.751,0.209
drama-A316,ValvTran6,1.726,0.209
drama-A316,ValvTran6,1.702,0.209
drama-A316,ValvTran6,1.677,0.209
drama-A316,ValvTran6,1.653,0.209
drama-A316,ValvTran6,1.629,0.209
drama-A316,ValvTran6,1.604,0.209
drama-A316,ValvTran6,1.58,0.209
drama-A316,ValvTran6,1.556,0.209
drama-A316,ValvTran6,1.532,0.209
drama-A316,ValvTran6,1.508,0.209
drama-A316,ValvTran6,1.483,0.209
drama-A316,ValvTran6,1.459,0.209
drama-A316,ValvTran6,1.435,0.209
drama-A316,ValvTran6,1.411,0.209
drama-A316,ValvTran6,1.387,0.209
drama-A316,ValvTran6,1.363,0.209
drama-A316,ValvTran6,1.34,0.209
drama-A316,ValvTran6,1.316,0.209
drama-A316,ValvTran6,1.292,0.209
drama-A316,ValvTran6,1.268,0.209
drama-A316,ValvTran6,1.244,0.209
drama-A316,ValvTran6,1.221,0.209
drama-A316,ValvTran6,1.197,0.209
drama-A316,ValvTran6,1.173,0.209
drama-A316,ValvTran6,1.15,0.209
drama-A316,ValvTran6,1.126,0.209
drama-A316,ValvTran6,1.102,0.209
drama-A316,ValvTran6,1.079,0.209
drama-A316,ValvTran6,1.055,0.209
drama-A316,ValvTran6,1.032,0.209
drama-A316,ValvTran6,1.009,0.209
drama-A316,ValvTran6,0.985,0.209
drama-A316,ValvTran6,0.962,0.209
drama-A316,ValvTran6,0.938,0.209
drama-A316,ValvTran6,0.915,0.209
drama-A316,ValvTran6,0.892,0.209
drama-A316,ValvTran6,0.869,0.209
drama-A316,ValvTran6,0.845,0.209
drama-A316,ValvTran6,0.822,0.209
drama-A316,ValvTran6,0.799,0.209
drama-A316,ValvTran6,0.776,0.209
drama-A316,ValvTran6,0.753,0.209
drama-A316,ValvTran6,0.73,0.209
drama-A316,ValvTran6,0.707,0.209
drama-A316,ValvTran6,0.684,0.209
drama-A316,ValvTran6,0.661,0.209
drama-A316,ValvTran6,0.638,0.209
drama-A316,ValvTran6,0.615,0.209
drama-A316,ValvTran6,0.592,0.209
drama-A316,ValvTran6,0.569,0.209
drama-A316,ValvTran6,0.547,0.209
drama-A316,ValvTran6,0.524,0.209
drama-A316,ValvTran6,0.501,0.209
drama-A316,ValvTran6,0.479,0.209
drama-A316,ValvTran6,0.456,0.209
drama-A316,ValvTran6,0.433,0.209
drama-A316,ValvTran6,0.411,0.209
drama-A316,ValvTran6,0.388,0.209
drama-A316,ValvTran6,0.366,0.209
