Time [s]	Altitude [km]	Latitude [deg]	Longitude [deg]	Velocity [m/s]	Temperature [K]	Mass [kg]	Convective Heat [W/m²]	Integrated Heat [J/m²]	Object	Material
3389.557	8.247	-9.528	-72.449	0.024	301.711	2.475	2.639	0.193	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3390.557	8.224	-9.528	-72.449	0.024	301.596	2.475	2.639	0.192	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3391.557	8.202	-9.528	-72.449	0.024	301.482	2.475	2.639	0.191	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3392.557	8.18	-9.528	-72.449	0.024	301.368	2.475	2.639	0.191	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3393.557	8.158	-9.528	-72.449	0.024	301.254	2.475	2.639	0.19	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3394.557	8.136	-9.528	-72.449	0.024	301.141	2.475	2.639	0.19	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3395.557	8.114	-9.528	-72.449	0.024	301.028	2.475	2.639	0.189	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3396.557	8.093	-9.528	-72.449	0.024	300.915	2.475	2.639	0.189	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3397.557	8.071	-9.528	-72.449	0.024	300.803	2.475	2.639	0.188	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3398.557	8.049	-9.528	-72.449	0.024	300.692	2.475	2.639	0.188	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3399.557	8.027	-9.528	-72.45	0.024	300.581	2.475	2.639	0.187	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3400.557	8.005	-9.528	-72.45	0.024	300.47	2.475	2.639	0.187	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3401.557	7.984	-9.528	-72.45	0.024	300.36	2.475	2.639	0.186	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3402.557	7.962	-9.528	-72.45	0.024	300.25	2.475	2.639	0.186	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3403.557	7.94	-9.528	-72.45	0.024	300.14	2.475	2.639	0.185	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3404.557	7.919	-9.528	-72.45	0.024	300.031	2.475	2.639	0.185	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3405.557	7.897	-9.528	-72.45	0.024	299.922	2.475	2.639	0.184	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3406.557	7.875	-9.528	-72.45	0.024	299.814	2.475	2.639	0.184	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3407.557	7.854	-9.528	-72.45	0.024	299.706	2.475	2.639	0.183	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3408.557	7.832	-9.528	-72.45	0.024	299.599	2.475	2.639	0.183	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3409.557	7.811	-9.528	-72.45	0.024	299.492	2.475	2.639	0.182	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3410.557	7.789	-9.528	-72.451	0.023	299.385	2.475	2.639	0.182	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3411.557	7.768	-9.528	-72.451	0.023	299.279	2.475	2.639	0.181	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3412.557	7.747	-9.528	-72.451	0.023	299.173	2.475	2.639	0.181	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3413.557	7.725	-9.528	-72.451	0.023	299.068	2.475	2.639	0.18	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3414.557	7.704	-9.528	-72.451	0.023	298.963	2.475	2.639	0.18	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3415.557	7.683	-9.528	-72.451	0.023	298.859	2.475	2.639	0.179	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3416.557	7.661	-9.528	-72.451	0.023	298.754	2.475	2.639	0.179	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3417.557	7.64	-9.528	-72.451	0.023	298.651	2.475	2.639	0.178	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3418.557	7.619	-9.528	-72.451	0.023	298.547	2.475	2.639	0.178	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3419.557	7.598	-9.528	-72.451	0.023	298.444	2.475	2.639	0.177	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3420.557	7.577	-9.528	-72.451	0.023	298.342	2.475	2.639	0.177	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3421.557	7.555	-9.528	-72.451	0.023	298.24	2.475	2.639	0.177	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3422.557	7.534	-9.528	-72.452	0.023	298.138	2.475	2.639	0.176	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3423.557	7.513	-9.528	-72.452	0.023	298.037	2.475	2.639	0.176	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3424.557	7.492	-9.528	-72.452	0.023	297.936	2.475	2.639	0.175	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3425.557	7.471	-9.528	-72.452	0.023	297.835	2.475	2.639	0.175	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3426.557	7.45	-9.528	-72.452	0.023	297.735	2.475	2.639	0.174	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3427.557	7.429	-9.528	-72.452	0.023	297.635	2.475	2.639	0.174	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3428.557	7.408	-9.528	-72.452	0.023	297.536	2.475	2.639	0.173	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3429.557	7.388	-9.528	-72.452	0.023	297.437	2.475	2.639	0.173	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3430.557	7.367	-9.528	-72.452	0.023	297.338	2.475	2.639	0.172	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3431.557	7.346	-9.528	-72.452	0.023	297.24	2.475	2.639	0.172	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3432.557	7.325	-9.528	-72.452	0.023	297.142	2.475	2.639	0.172	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3433.557	7.304	-9.528	-72.452	0.023	297.045	2.475	2.639	0.171	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3434.557	7.284	-9.528	-72.453	0.023	296.948	2.475	2.639	0.171	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3435.557	7.263	-9.528	-72.453	0.022	296.851	2.475	2.639	0.17	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3436.557	7.242	-9.528	-72.453	0.022	296.755	2.475	2.639	0.17	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3437.557	7.222	-9.528	-72.453	0.022	296.659	2.475	2.639	0.169	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3438.557	7.201	-9.528	-72.453	0.022	296.563	2.475	2.639	0.169	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3439.557	7.18	-9.528	-72.453	0.022	296.468	2.475	2.639	0.169	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3440.557	7.16	-9.528	-72.453	0.022	296.373	2.475	2.639	0.168	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3441.557	7.139	-9.528	-72.453	0.022	296.279	2.475	2.639	0.168	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3442.557	7.119	-9.528	-72.453	0.022	296.185	2.475	2.639	0.167	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3443.557	7.098	-9.528	-72.453	0.022	296.091	2.475	2.639	0.167	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3444.557	7.078	-9.528	-72.453	0.022	295.998	2.475	2.639	0.166	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3445.557	7.058	-9.528	-72.453	0.022	295.905	2.475	2.639	0.166	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3446.557	7.037	-9.528	-72.453	0.022	295.813	2.475	2.639	0.166	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3447.557	7.017	-9.528	-72.454	0.022	295.721	2.475	2.639	0.165	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3448.557	6.996	-9.528	-72.454	0.022	295.629	2.475	2.639	0.165	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3449.557	6.976	-9.528	-72.454	0.022	295.538	2.475	2.639	0.164	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3450.557	6.956	-9.528	-72.454	0.022	295.446	2.475	2.639	0.164	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3451.557	6.936	-9.528	-72.454	0.022	295.356	2.475	2.639	0.164	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3452.557	6.915	-9.528	-72.454	0.022	295.266	2.475	2.639	0.163	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3453.557	6.895	-9.528	-72.454	0.022	295.176	2.475	2.639	0.163	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3454.557	6.875	-9.528	-72.454	0.022	295.086	2.475	2.639	0.162	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3455.557	6.855	-9.528	-72.454	0.022	294.997	2.475	2.639	0.162	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3456.557	6.835	-9.528	-72.454	0.022	294.908	2.475	2.639	0.162	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3457.557	6.815	-9.528	-72.454	0.022	294.82	2.475	2.639	0.161	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3458.557	6.795	-9.528	-72.454	0.022	294.731	2.475	2.639	0.161	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3459.557	6.775	-9.528	-72.454	0.022	294.644	2.475	2.639	0.16	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3460.557	6.755	-9.528	-72.455	0.022	294.556	2.475	2.639	0.16	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3461.557	6.735	-9.528	-72.455	0.021	294.469	2.475	2.639	0.16	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3462.557	6.715	-9.528	-72.455	0.021	294.383	2.475	2.639	0.159	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3463.557	6.695	-9.528	-72.455	0.021	294.296	2.475	2.639	0.159	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3464.557	6.675	-9.528	-72.455	0.021	294.21	2.475	2.639	0.158	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3465.557	6.655	-9.528	-72.455	0.021	294.125	2.475	2.639	0.158	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3466.557	6.635	-9.528	-72.455	0.021	294.04	2.475	2.639	0.158	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3467.557	6.616	-9.528	-72.455	0.021	293.955	2.475	2.639	0.157	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3468.557	6.596	-9.528	-72.455	0.021	293.87	2.475	2.639	0.157	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3469.557	6.576	-9.528	-72.455	0.021	293.786	2.475	2.639	0.157	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3470.557	6.556	-9.528	-72.455	0.021	293.702	2.475	2.639	0.156	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3471.557	6.537	-9.528	-72.455	0.021	293.619	2.475	2.639	0.156	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3472.557	6.517	-9.528	-72.455	0.021	293.535	2.475	2.639	0.155	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3473.557	6.497	-9.528	-72.455	0.021	293.453	2.475	2.639	0.155	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3474.557	6.478	-9.528	-72.456	0.021	293.37	2.475	2.639	0.155	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3475.557	6.458	-9.528	-72.456	0.021	293.288	2.475	2.639	0.154	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3476.557	6.439	-9.528	-72.456	0.021	293.206	2.475	2.639	0.154	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3477.557	6.419	-9.528	-72.456	0.021	293.125	2.475	2.639	0.154	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3478.557	6.4	-9.528	-72.456	0.021	293.044	2.475	2.639	0.153	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3479.557	6.38	-9.528	-72.456	0.021	292.963	2.475	2.639	0.153	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3480.557	6.361	-9.528	-72.456	0.021	292.883	2.475	2.639	0.153	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3481.557	6.341	-9.528	-72.456	0.021	292.803	2.475	2.639	0.152	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3482.557	6.322	-9.528	-72.456	0.021	292.723	2.475	2.639	0.152	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3483.557	6.302	-9.528	-72.456	0.021	292.644	2.475	2.639	0.151	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3484.557	6.283	-9.528	-72.456	0.021	292.565	2.475	2.639	0.151	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3485.557	6.264	-9.528	-72.456	0.021	292.486	2.475	2.639	0.151	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3486.557	6.244	-9.528	-72.456	0.021	292.408	2.475	2.639	0.15	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3487.557	6.225	-9.528	-72.456	0.021	292.33	2.475	2.639	0.15	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3488.557	6.206	-9.528	-72.456	0.021	292.252	2.475	2.639	0.15	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3489.557	6.187	-9.528	-72.457	0.02	292.175	2.475	2.639	0.149	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3490.557	6.168	-9.528	-72.457	0.02	292.098	2.475	2.639	0.149	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3491.557	6.148	-9.528	-72.457	0.02	292.021	2.475	2.639	0.149	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3492.557	6.129	-9.528	-72.457	0.02	291.945	2.475	2.639	0.148	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3493.557	6.11	-9.528	-72.457	0.02	291.869	2.475	2.639	0.148	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3494.557	6.091	-9.528	-72.457	0.02	291.793	2.475	2.639	0.148	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3495.557	6.072	-9.528	-72.457	0.02	291.718	2.475	2.639	0.147	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3496.557	6.053	-9.528	-72.457	0.02	291.643	2.475	2.639	0.147	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3497.557	6.034	-9.528	-72.457	0.02	291.569	2.475	2.639	0.147	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3498.557	6.015	-9.528	-72.457	0.02	291.494	2.475	2.639	0.146	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3499.557	5.996	-9.528	-72.457	0.02	291.42	2.475	2.639	0.146	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3500.557	5.977	-9.528	-72.457	0.02	291.347	2.475	2.639	0.146	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3501.557	5.958	-9.528	-72.457	0.02	291.273	2.475	2.639	0.145	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3502.557	5.939	-9.528	-72.457	0.02	291.2	2.475	2.639	0.145	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3503.557	5.92	-9.528	-72.457	0.02	291.128	2.475	2.639	0.145	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3504.557	5.901	-9.528	-72.457	0.02	291.055	2.475	2.639	0.144	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3505.557	5.883	-9.528	-72.458	0.02	290.983	2.475	2.639	0.144	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3506.557	5.864	-9.528	-72.458	0.02	290.912	2.475	2.639	0.144	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3507.557	5.845	-9.528	-72.458	0.02	290.84	2.475	2.639	0.143	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3508.557	5.826	-9.528	-72.458	0.02	290.769	2.475	2.639	0.143	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3509.557	5.808	-9.528	-72.458	0.02	290.699	2.475	2.639	0.143	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3510.557	5.789	-9.528	-72.458	0.02	290.628	2.475	2.639	0.142	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3511.557	5.77	-9.528	-72.458	0.02	290.558	2.475	2.639	0.142	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3512.557	5.752	-9.528	-72.458	0.02	290.488	2.475	2.639	0.142	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3513.557	5.733	-9.528	-72.458	0.02	290.419	2.475	2.639	0.142	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3514.557	5.714	-9.528	-72.458	0.02	290.35	2.475	2.639	0.141	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3515.557	5.696	-9.528	-72.458	0.02	290.281	2.475	2.639	0.141	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3516.557	5.677	-9.528	-72.458	0.02	290.213	2.475	2.639	0.141	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3517.557	5.659	-9.528	-72.458	0.02	290.144	2.475	2.639	0.14	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3518.557	5.64	-9.528	-72.458	0.02	290.077	2.475	2.639	0.14	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3519.557	5.622	-9.528	-72.458	0.02	290.009	2.475	2.639	0.14	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3520.557	5.603	-9.528	-72.458	0.019	289.942	2.475	2.639	0.139	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3521.557	5.585	-9.528	-72.458	0.019	289.875	2.475	2.639	0.139	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3522.557	5.566	-9.528	-72.459	0.019	289.808	2.475	2.639	0.139	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3523.557	5.548	-9.528	-72.459	0.019	289.742	2.475	2.639	0.138	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3524.557	5.53	-9.528	-72.459	0.019	289.676	2.475	2.639	0.138	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3525.557	5.511	-9.528	-72.459	0.019	289.61	2.475	2.639	0.138	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3526.557	5.493	-9.528	-72.459	0.019	289.545	2.475	2.639	0.138	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3527.557	5.475	-9.528	-72.459	0.019	289.48	2.475	2.639	0.137	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3528.557	5.456	-9.528	-72.459	0.019	289.415	2.475	2.639	0.137	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3529.557	5.438	-9.528	-72.459	0.019	289.351	2.475	2.639	0.137	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3530.557	5.42	-9.528	-72.459	0.019	289.287	2.475	2.639	0.136	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3531.557	5.402	-9.528	-72.459	0.019	289.223	2.475	2.639	0.136	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3532.557	5.384	-9.528	-72.459	0.019	289.159	2.475	2.639	0.136	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3533.557	5.365	-9.528	-72.459	0.019	289.096	2.475	2.639	0.136	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3534.557	5.347	-9.528	-72.459	0.019	289.033	2.475	2.639	0.135	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3535.557	5.329	-9.528	-72.459	0.019	288.97	2.475	2.639	0.135	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3536.557	5.311	-9.528	-72.459	0.019	288.908	2.475	2.639	0.135	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3537.557	5.293	-9.528	-72.459	0.019	288.846	2.475	2.639	0.134	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3538.557	5.275	-9.528	-72.459	0.019	288.784	2.475	2.639	0.134	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3539.557	5.257	-9.528	-72.459	0.019	288.723	2.475	2.639	0.134	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3540.557	5.239	-9.528	-72.46	0.019	288.662	2.475	2.639	0.134	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3541.557	5.221	-9.528	-72.46	0.019	288.601	2.475	2.639	0.133	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3542.557	5.203	-9.528	-72.46	0.019	288.54	2.475	2.639	0.133	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3543.557	5.185	-9.528	-72.46	0.019	288.48	2.475	2.639	0.133	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3544.557	5.167	-9.528	-72.46	0.019	288.42	2.475	2.639	0.132	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3545.557	5.149	-9.528	-72.46	0.019	288.361	2.475	2.639	0.132	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3546.557	5.131	-9.528	-72.46	0.019	288.301	2.475	2.639	0.132	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3547.557	5.113	-9.528	-72.46	0.019	288.242	2.475	2.639	0.132	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3548.557	5.096	-9.528	-72.46	0.019	288.184	2.475	2.639	0.131	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3549.557	5.078	-9.528	-72.46	0.019	288.125	2.475	2.639	0.131	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3550.557	5.06	-9.528	-72.46	0.019	288.067	2.475	2.639	0.131	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3551.557	5.042	-9.528	-72.46	0.019	288.009	2.475	2.639	0.131	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3552.557	5.025	-9.528	-72.46	0.019	287.951	2.475	2.639	0.13	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3553.557	5.007	-9.528	-72.46	0.019	287.894	2.475	2.639	0.13	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3554.557	4.989	-9.528	-72.46	0.019	287.837	2.475	2.639	0.13	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3555.557	4.971	-9.528	-72.46	0.018	287.78	2.475	2.639	0.129	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3556.557	4.954	-9.528	-72.46	0.018	287.724	2.475	2.639	0.129	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3557.557	4.936	-9.528	-72.46	0.018	287.668	2.475	2.639	0.129	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3558.557	4.919	-9.528	-72.46	0.018	287.612	2.475	2.639	0.129	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3559.557	4.901	-9.528	-72.46	0.018	287.556	2.475	2.639	0.128	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3560.557	4.883	-9.528	-72.461	0.018	287.501	2.475	2.639	0.128	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3561.557	4.866	-9.528	-72.461	0.018	287.446	2.475	2.639	0.128	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3562.557	4.848	-9.528	-72.461	0.018	287.391	2.475	2.639	0.128	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3563.557	4.831	-9.528	-72.461	0.018	287.337	2.475	2.639	0.127	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3564.557	4.813	-9.528	-72.461	0.018	287.283	2.475	2.639	0.127	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3565.557	4.796	-9.528	-72.461	0.018	287.229	2.475	2.639	0.127	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3566.557	4.778	-9.528	-72.461	0.018	287.175	2.475	2.639	0.127	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3567.557	4.761	-9.528	-72.461	0.018	287.122	2.475	2.639	0.126	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3568.557	4.744	-9.528	-72.461	0.018	287.069	2.475	2.639	0.126	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3569.557	4.726	-9.528	-72.461	0.018	287.016	2.475	2.639	0.126	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3570.557	4.709	-9.528	-72.461	0.018	286.964	2.475	2.639	0.126	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3571.557	4.691	-9.528	-72.461	0.018	286.912	2.475	2.639	0.125	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3572.557	4.674	-9.528	-72.461	0.018	286.86	2.475	2.639	0.125	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3573.557	4.657	-9.528	-72.461	0.018	286.808	2.475	2.639	0.125	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3574.557	4.64	-9.528	-72.461	0.018	286.757	2.475	2.639	0.125	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3575.557	4.622	-9.528	-72.461	0.018	286.706	2.475	2.639	0.124	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3576.557	4.605	-9.528	-72.461	0.018	286.655	2.475	2.639	0.124	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3577.557	4.588	-9.528	-72.461	0.018	286.604	2.475	2.639	0.124	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3578.557	4.571	-9.528	-72.461	0.018	286.554	2.475	2.639	0.124	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3579.557	4.553	-9.528	-72.461	0.018	286.504	2.475	2.639	0.123	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3580.557	4.536	-9.528	-72.461	0.018	286.454	2.475	2.639	0.123	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3581.557	4.519	-9.528	-72.462	0.018	286.405	2.475	2.639	0.123	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3582.557	4.502	-9.528	-72.462	0.018	286.356	2.475	2.639	0.123	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3583.557	4.485	-9.528	-72.462	0.018	286.307	2.475	2.639	0.122	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3584.557	4.468	-9.528	-72.462	0.018	286.258	2.475	2.639	0.122	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3585.557	4.451	-9.528	-72.462	0.018	286.21	2.475	2.639	0.122	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3586.557	4.434	-9.528	-72.462	0.018	286.162	2.475	2.639	0.122	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3587.557	4.417	-9.528	-72.462	0.018	286.114	2.475	2.639	0.121	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3588.557	4.4	-9.528	-72.462	0.018	286.067	2.475	2.639	0.121	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
3589.557	4.383	-9.528	-72.462	0.018	286.019	2.475	2.639	0.121	49d1d881-cbd7-417c-982e-beb945e16ed9	unknown
